Dataset seed,Model seed,Model,R^2,MAE,,,,,,,,IQR,Mean,Mediun
923,1,bagEarth,0.5405080824,11.54598761,,,,,,,,,,
2786,1,bagEarth,0.540497989,11.28439515,,,,,,,,,,
533,1,bagEarth,0.5403986617,11.36077025,,,,,,,,,,
2768,1,bagEarth,0.5403653797,11.40800388,,,,,,,,,,
1161,1,bagEarth,0.5403483954,11.60504584,,,,,,,,,,
1070,1,bagEarth,0.540038062,11.79204793,,,,,,,,,,
35,1,bagEarth,0.5399278593,11.06385643,,,,,,,,,,
223,1,bagEarth,0.5398815948,11.79155495,,,,,,,,,,
380,1,bagEarth,0.5398103104,11.70012286,,,,,,,,,,
85,1,bagEarth,0.5398001799,11.78037573,,,,,,,,,,
2257,1,bagEarth,0.5397522399,11.88225397,,,,,,,,,,
1933,1,bagEarth,0.5397228338,11.6319732,,,,,,,,,,
3771,1,bagEarth,0.539687796,11.70096787,,,,,,,,,,
2082,1,bagEarth,0.5395903609,11.95557738,,,,,,,,,,
3528,1,bagEarth,0.5393216496,11.91785946,,,,,,,,,,
3201,1,bagEarth,0.5392622306,11.48684647,,,,,,,,,,
1202,1,bagEarth,0.539109713,11.0578514,,,,,,,,,,
2165,1,bagEarth,0.5390898896,11.49373241,,,,,,,,,,
3310,1,bagEarth,0.538443498,11.47665965,,,,,,,,,,
1767,1,bagEarth,0.5379748875,11.87350855,,,,,,,,,,
2492,1,bagEarth,0.5376346691,11.74912,,,,,,,,,,
1898,1,bagEarth,0.5375950778,11.55625776,,,,,,,,,,
2702,1,bagEarth,0.5375880894,12.220249,,,,,,,,,,
554,1,bagEarth,0.5375047336,11.95842737,,,,,,,,,,
3948,1,bagEarth,0.5374328633,12.14865507,,,,,,,,,,
2244,1,bagEarth,0.5374076258,11.10361682,,,,,,,,,,
1952,1,bagEarth,0.5371202276,11.96330336,,,,,,,,,,
363,1,bagEarth,0.5371132396,11.42109508,,,,,,,,,,
1076,1,bagEarth,0.5370347183,11.62468174,,,,,,,,,,
3299,1,bagEarth,0.5370313265,11.88403316,,,,,,,,,,
2678,1,bagEarth,0.5369853683,11.65073559,,,,,,,,,,
3587,1,bagEarth,0.5369312104,11.40152855,,,,,,,,,,
3980,1,bagEarth,0.5369152857,11.34667954,,,,,,,,,,
