"id","Model","R2","MAE","RMSE","Dataset.seed","Training.seed","Threshold.scope","Imputation.scope"
172,"avNNet",0.579880724847138,0.0263870251465458,0.0336384902190009,172,1,"full_before_split","split_separate"
173,"avNNet",0.593490289695342,0.0268911386888919,0.03468306120303,173,1,"full_before_split","split_separate"
174,"avNNet",0.556240917703379,0.027507625534701,0.0351834950544734,174,1,"full_before_split","split_separate"
175,"avNNet",0.527452372709284,0.0274326916985893,0.0346460146573997,175,1,"full_before_split","split_separate"
176,"avNNet",0.625873849280999,0.0250690196787001,0.0307598927567887,176,1,"full_before_split","split_separate"
177,"avNNet",0.529672771104822,0.0274053004860781,0.0350354505219427,177,1,"full_before_split","split_separate"
178,"avNNet",0.651046807009861,0.0251940311873972,0.0309777990652323,178,1,"full_before_split","split_separate"
179,"avNNet",0.546648630055698,0.0274142394717384,0.0346966137045563,179,1,"full_before_split","split_separate"
180,"avNNet",0.635546719147803,0.0264864315676081,0.0327300182607799,180,1,"full_before_split","split_separate"
181,"avNNet",0.632813292227929,0.0240081579549694,0.0312668350044292,181,1,"full_before_split","split_separate"
182,"avNNet",0.499306633949077,0.0293142699684177,0.0359479651124834,182,1,"full_before_split","split_separate"
183,"avNNet",0.525981269612999,0.0297161364885225,0.0374289136815175,183,1,"full_before_split","split_separate"
184,"avNNet",0.585361436903363,0.0282275646459899,0.0353947766059978,184,1,"full_before_split","split_separate"
185,"avNNet",0.535324321902817,0.0269084711686215,0.0347967053196758,185,1,"full_before_split","split_separate"
186,"avNNet",0.618383219842535,0.0252055326975802,0.0319954186698973,186,1,"full_before_split","split_separate"
187,"avNNet",0.478908147786211,0.0295078911095654,0.0363360518722525,187,1,"full_before_split","split_separate"
188,"avNNet",0.578088556684881,0.0268232822441274,0.0348845862421347,188,1,"full_before_split","split_separate"
189,"avNNet",0.595089273649025,0.0253382481209641,0.033229883983406,189,1,"full_before_split","split_separate"
190,"avNNet",0.643162039012854,0.0248018649775147,0.0308925430465999,190,1,"full_before_split","split_separate"
191,"avNNet",0.554230755743786,0.0256776387257509,0.034143432759462,191,1,"full_before_split","split_separate"
192,"avNNet",0.531044156313093,0.0273912946356186,0.0340156932633824,192,1,"full_before_split","split_separate"
193,"avNNet",0.539975369660972,0.0292762457397283,0.0367005283887981,193,1,"full_before_split","split_separate"
194,"avNNet",0.577573016472756,0.0269199965049087,0.0343054292675972,194,1,"full_before_split","split_separate"
195,"avNNet",0.578334678309827,0.0259697345772294,0.0327061928161015,195,1,"full_before_split","split_separate"
196,"avNNet",0.542117743162495,0.0263288191274428,0.0323957800292816,196,1,"full_before_split","split_separate"
197,"avNNet",0.614758598540628,0.0256572598428315,0.0325683750460271,197,1,"full_before_split","split_separate"
198,"avNNet",0.546286114888919,0.026532555104064,0.0352214466375614,198,1,"full_before_split","split_separate"
199,"avNNet",0.553970522097192,0.0265031420116365,0.0330250378304575,199,1,"full_before_split","split_separate"
200,"avNNet",0.536852295930425,0.0277884593324988,0.0359096272798472,200,1,"full_before_split","split_separate"
201,"avNNet",0.580733153079148,0.0255552667936875,0.0324119762265749,201,1,"full_before_split","split_separate"
202,"avNNet",0.54458287348211,0.026085595970087,0.0329737966268376,202,1,"full_before_split","split_separate"
203,"avNNet",0.590614025435748,0.0269738930255684,0.0346491378649031,203,1,"full_before_split","split_separate"
204,"avNNet",0.622403295740505,0.0261408677621579,0.0323720094156254,204,1,"full_before_split","split_separate"
205,"avNNet",0.601714446629905,0.0260636940903233,0.0317631666341769,205,1,"full_before_split","split_separate"
206,"avNNet",0.600277212228419,0.0266298739506846,0.0328336851126654,206,1,"full_before_split","split_separate"
207,"avNNet",0.59126808753268,0.0258117320313455,0.0321830854917005,207,1,"full_before_split","split_separate"
208,"avNNet",0.522453346466888,0.0280792656442766,0.0361090395277278,208,1,"full_before_split","split_separate"
209,"avNNet",0.577114535792962,0.0260258422430445,0.0330238041144809,209,1,"full_before_split","split_separate"
210,"avNNet",0.637735713282176,0.0231659359348633,0.0304037614005038,210,1,"full_before_split","split_separate"
211,"avNNet",0.604007461412297,0.0268637753226893,0.0343131168643653,211,1,"full_before_split","split_separate"
212,"avNNet",0.595208707906853,0.026343389177707,0.0344777628347856,212,1,"full_before_split","split_separate"
213,"avNNet",0.526767158247937,0.0285787158194099,0.0373141286921185,213,1,"full_before_split","split_separate"
214,"avNNet",0.620670328794856,0.0256442639146846,0.0332793920824723,214,1,"full_before_split","split_separate"
215,"avNNet",0.615102476496086,0.0254642577332794,0.0317014372401151,215,1,"full_before_split","split_separate"
216,"avNNet",0.572952667553828,0.0265860744549288,0.0340744300720653,216,1,"full_before_split","split_separate"
217,"avNNet",0.451481835874274,0.0289647990533427,0.0367806531008388,217,1,"full_before_split","split_separate"
218,"avNNet",0.550966265551696,0.0287325530890641,0.0368651800055209,218,1,"full_before_split","split_separate"
219,"avNNet",0.588386535009241,0.0246913893251861,0.0318998167957195,219,1,"full_before_split","split_separate"
220,"avNNet",0.58731446591339,0.0290781905486839,0.0375122765742371,220,1,"full_before_split","split_separate"
221,"avNNet",0.588466891564586,0.0267972387943034,0.0333322527673511,221,1,"full_before_split","split_separate"
222,"avNNet",0.576135362866732,0.0277280486395162,0.0344488455810839,222,1,"full_before_split","split_separate"
223,"avNNet",0.623648564745383,0.0245796831841519,0.0309397122989188,223,1,"full_before_split","split_separate"
224,"avNNet",0.538509639005738,0.0277321401093955,0.0352911222737721,224,1,"full_before_split","split_separate"
225,"avNNet",0.545453606176402,0.0278829173554579,0.0360963123169158,225,1,"full_before_split","split_separate"
226,"avNNet",0.54553214800941,0.0260010939298087,0.0332384020415037,226,1,"full_before_split","split_separate"
227,"avNNet",0.567398322925819,0.0270092959669096,0.0339877865828377,227,1,"full_before_split","split_separate"
228,"avNNet",0.588769876703883,0.0259872575417541,0.0334118069742205,228,1,"full_before_split","split_separate"
229,"avNNet",0.511077912024548,0.0292791824225683,0.0365601532721199,229,1,"full_before_split","split_separate"
230,"avNNet",0.631940002425357,0.0272648027772614,0.034799810880458,230,1,"full_before_split","split_separate"
231,"avNNet",0.586998806965354,0.0270132710715654,0.0342026403854207,231,1,"full_before_split","split_separate"
232,"avNNet",0.507003944990126,0.0300090297573546,0.0386162808144035,232,1,"full_before_split","split_separate"
233,"avNNet",0.513217196005938,0.0270584298594656,0.0362852152998323,233,1,"full_before_split","split_separate"
234,"avNNet",0.572699862913483,0.0265438188723745,0.034244858870186,234,1,"full_before_split","split_separate"
235,"avNNet",0.589197247203199,0.0251893896826702,0.0321019755683756,235,1,"full_before_split","split_separate"
236,"avNNet",0.569390030311426,0.0264464704430585,0.0329605821410862,236,1,"full_before_split","split_separate"
237,"avNNet",0.545741444394725,0.0271525783810798,0.034454997097938,237,1,"full_before_split","split_separate"
238,"avNNet",0.623923252440741,0.0246904786101683,0.0315988190757038,238,1,"full_before_split","split_separate"
239,"avNNet",0.507496782439063,0.0269324214580317,0.0330849798755262,239,1,"full_before_split","split_separate"
240,"avNNet",0.532113591939732,0.0273016014633526,0.0346245913938482,240,1,"full_before_split","split_separate"
241,"avNNet",0.538647964220967,0.0277766180618792,0.0361689372523201,241,1,"full_before_split","split_separate"
242,"avNNet",0.615463688396906,0.0257434186771724,0.0314546259158446,242,1,"full_before_split","split_separate"
243,"avNNet",0.64758028343472,0.0250478798298093,0.0324296272497513,243,1,"full_before_split","split_separate"
244,"avNNet",0.592227872762407,0.0258155028250251,0.0315313192027536,244,1,"full_before_split","split_separate"
245,"avNNet",0.577608507031567,0.025873945253745,0.0345545183237025,245,1,"full_before_split","split_separate"
246,"avNNet",0.632255910978693,0.0259345206163039,0.0329175782279921,246,1,"full_before_split","split_separate"
